Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Year,Item_Type_New,Outlet,Item
FDV36,18.7,0,0.026450779,0,124.902,OUT017,2007,2,1,1,2909.546,6,Food,2,1
FDE35,7.06,1,0.043863865,15,59.5904,OUT013,1987,0,2,1,761.6752,26,Food,1,1
FDT46,11.35,0,0.038157621,13,52.4008,OUT035,2004,2,1,1,809.6128,9,Food,6,1
FDS21,19.85,1,0.036551446,13,62.7194,OUT019,1985,2,0,0,123.8388,28,Food,4,1
DRD12,6.96,0,0.077630199,14,90.9146,OUT017,2007,2,1,1,1459.4336,6,Drinks,2,0
FDR14,11.65,0,0.304737387,4,54.7298,OUT019,1985,2,0,0,107.8596,28,Food,4,1
FDG22,17.6,1,0.041180766,13,37.919,OUT027,1985,1,2,3,768.999,28,Food,5,1
FDX58,13.15,0,0.043831721,13,184.195,OUT049,1999,1,0,1,2746.425,14,Food,9,1
FDB40,17.5,1,0.007503372,4,146.7102,OUT027,1985,1,2,3,4374.306,28,Food,5,1
FDJ36,14.5,1,0.214681063,0,102.7332,OUT010,1998,2,2,0,205.0664,15,Food,0,1
NCL53,7.5,0,0.060649825,8,177.4028,OUT010,1998,2,2,0,354.2056,15,Non-Consumable,0,2
NCX05,15.2,0,0.097258937,8,114.8492,OUT045,2002,2,1,1,1506.0396,11,Non-Consumable,7,2
FDO21,11.6,1,0.009763021,13,226.2404,OUT046,1997,2,0,1,1800.3232,16,Food,8,1
NCF07,9,0,0.032152981,9,102.0016,OUT018,2009,1,2,2,1518.024,4,Non-Consumable,3,2
FDU20,19.35,1,0.021439694,6,119.7098,OUT013,1987,0,2,1,1325.6078,26,Food,1,1
FDK09,15.2,0,0.153592956,13,228.0352,OUT010,1998,2,2,0,458.0704,15,Food,0,1
FDY57,20.2,1,0.121231308,13,97.5752,OUT035,2004,2,1,1,1534.0032,9,Food,6,1
FDD51,11.15,0,0.119371835,4,45.2744,OUT027,1985,1,2,3,905.488,28,Food,5,1
FDA49,19.7,0,0.064607378,3,87.4198,OUT027,1985,1,2,3,2267.7148,28,Food,5,1
FDG33,5.365,1,0.14024028,12,171.0764,OUT046,1997,2,0,1,3263.7516,16,Food,8,1
FDG35,21.2,1,0.008361343,15,173.6738,OUT049,1999,1,0,1,2954.1546,14,Food,9,1
FDC52,11.15,1,0.008296692,4,150.6708,OUT045,2002,2,1,1,2106.5912,11,Food,7,1
FDS34,19.35,1,0.077193256,13,112.7518,OUT017,2007,2,1,1,683.1108,6,Food,2,1
NCY05,13.5,0,0.055075504,8,33.3874,OUT049,1999,1,0,1,282.2992,14,Non-Consumable,9,2
FDO46,9.6,1,0.014209811,13,188.1872,OUT035,2004,2,1,1,1701.7848,9,Food,6,1
FDY20,12.5,1,0.081879864,6,91.7488,OUT049,1999,1,0,1,1358.232,14,Food,9,1
FDA13,15.85,0,0.078540095,3,36.3506,OUT035,2004,2,1,1,607.2096,9,Food,6,1
FDS04,10.195,1,0.146540889,5,141.7838,OUT013,1987,0,2,1,1685.8056,26,Food,1,1
FDU51,20.2,1,0.097059596,10,178.6028,OUT017,2007,2,1,1,2302.3364,6,Food,2,1
FDK50,7.96,0,0.028478742,3,161.8894,OUT018,2009,1,2,2,2750.4198,4,Food,3,1
FDO60,20,0,0.034340926,0,45.4086,OUT013,1987,0,2,1,981.3892,26,Food,1,1
FDM13,6.425,0,0.063532672,2,133.0626,OUT017,2007,2,1,1,1442.7886,6,Food,2,1
FDU12,15.5,1,0.075384242,0,262.7568,OUT027,1985,1,2,3,7646.0472,28,Food,5,1
NCG54,12.1,0,0.080131363,9,170.9106,OUT018,2009,1,2,2,1539.9954,4,Non-Consumable,3,2
FDH40,11.6,1,0.132111921,5,82.2276,OUT010,1998,2,2,0,243.6828,15,Food,0,1
NCI06,11.3,0,0.083547515,9,179.166,OUT019,1985,2,0,0,359.532,28,Non-Consumable,4,2
FDA58,9.395,0,0.103731617,13,236.9932,OUT035,2004,2,1,1,4242.4776,9,Food,6,1
FDJ02,17.2,1,0.025309134,3,147.0418,OUT017,2007,2,1,1,2354.2688,6,Food,2,1
FDP21,7.42,1,0.0258457,13,188.9872,OUT018,2009,1,2,2,2458.1336,4,Food,3,1
FDN57,18.25,0,0.054223942,13,142.0154,OUT035,2004,2,1,1,2127.231,9,Food,6,1
FDV26,20.25,1,0.075791641,4,193.3794,OUT027,1985,1,2,3,8388.4142,28,Food,5,1
FDZ21,17.6,1,0.03928284,13,94.641,OUT049,1999,1,0,1,2799.689,14,Food,9,1
FDG21,17.35,1,0.145591438,12,148.705,OUT027,1985,1,2,3,1797.66,28,Food,5,1
FDF26,6.825,1,0.046824729,3,155.1998,OUT018,2009,1,2,2,2460.7968,4,Food,3,1
FDC39,7.405,0,0.159062948,4,208.9296,OUT013,1987,0,2,1,2700.4848,26,Food,1,1
FDQ24,15.7,0,0.073966786,0,250.5724,OUT018,2009,1,2,2,4026.7584,4,Food,3,1
FDC41,15.6,0,0.117574554,5,75.667,OUT017,2007,2,1,1,1301.639,6,Food,2,1
NCO14,9.6,0,0.049617765,9,44.2086,OUT010,1998,2,2,0,44.6086,15,Non-Consumable,0,2
FDE05,10.895,1,0.032296886,5,144.0102,OUT027,1985,1,2,3,5394.9774,28,Food,5,1
FDW52,14,1,0.037340835,5,163.1526,OUT027,1985,1,2,3,3946.8624,28,Food,5,1
FDL36,15.1,0,0.075707087,0,88.183,OUT027,1985,1,2,3,1438.128,28,Food,5,1
FDS04,10.195,1,0.146635206,5,139.0838,OUT035,2004,2,1,1,3652.5788,9,Food,6,1
NCC18,19.1,0,0.177545624,9,172.4422,OUT049,1999,1,0,1,3621.2862,14,Non-Consumable,9,2
FDN01,8.895,0,0.072693696,2,175.937,OUT018,2009,1,2,2,529.311,4,Food,3,1
FDY02,8.945,1,0.146701312,4,262.291,OUT010,1998,2,2,0,1314.955,15,Food,0,1
FDV15,10.3,0,0.146999264,10,103.7648,OUT017,2007,2,1,1,2804.3496,6,Food,2,1
FDC34,16,1,0.173109453,13,155.2972,OUT045,2002,2,1,1,3894.93,11,Food,7,1
FDX10,6.385,1,0.124410284,13,34.3874,OUT017,2007,2,1,1,388.1614,6,Food,2,1
NCF19,13,0,0.035079516,9,47.9034,OUT013,1987,0,2,1,583.2408,26,Non-Consumable,1,2
FDE17,20.1,1,0.054763518,5,150.9366,OUT017,2007,2,1,1,3476.1418,6,Food,2,1
FDJ08,11.1,0,0.111122936,6,189.2846,OUT018,2009,1,2,2,3630.6074,4,Food,3,1
NCN53,5.175,0,0.030330202,8,35.4874,OUT013,1987,0,2,1,388.1614,26,Non-Consumable,1,2
FDC16,11.5,1,0.0205982,4,88.254,OUT046,1997,2,0,1,1298.31,16,Food,8,1
FDO15,16.75,1,0.008601441,10,73.7038,OUT018,2009,1,2,2,1404.1722,4,Food,3,1
FDQ23,6.55,0,0.024407061,1,102.3332,OUT027,1985,1,2,3,1948.1308,28,Food,5,1
DRF37,17.25,0,0.084262458,14,261.591,OUT013,1987,0,2,1,3418.883,26,Drinks,1,0
FDN40,5.88,0,0.08644044,5,155.3998,OUT035,2004,2,1,1,2153.1972,9,Food,6,1
FDN24,14.1,0,0.112718928,0,54.2956,OUT027,1985,1,2,3,1310.2944,28,Food,5,1
FDF16,7.3,0,0.086619573,5,147.6076,OUT017,2007,2,1,1,3251.7672,6,Food,2,1
FDH27,7.075,0,0.058437653,4,143.0128,OUT049,1999,1,0,1,1150.5024,14,Food,9,1
FDY52,6.365,0,0.008455852,5,59.7536,OUT017,2007,2,1,1,980.0576,6,Food,2,1
NCH55,16.35,0,0.034504414,9,125.202,OUT027,1985,1,2,3,2783.044,28,Non-Consumable,5,2
NCH18,9.3,0,0.044652785,9,247.0802,OUT035,2004,2,1,1,1228.401,9,Non-Consumable,6,2
DRC01,5.92,1,0.019184026,14,50.3692,OUT013,1987,0,2,1,591.2304,26,Drinks,1,0
NCO14,9.6,0,0.029638267,9,42.6086,OUT035,2004,2,1,1,133.8258,9,Non-Consumable,6,2
DRG39,14.15,0,0.042180995,4,52.0982,OUT046,1997,2,0,1,578.5802,16,Drinks,8,0
DRK13,11.8,0,0.11507174,14,198.2084,OUT013,1987,0,2,1,3769.7596,26,Drinks,1,0
FDD41,6.765,1,0.087437069,5,106.1306,OUT045,2002,2,1,1,1672.4896,11,Food,7,1
FDQ19,7.35,1,0.014295564,6,242.6512,OUT027,1985,1,2,3,12117.56,28,Food,5,1
FDX58,13.15,0,0.073251428,13,181.695,OUT010,1998,2,2,0,549.285,15,Food,0,1
FDK40,7.035,0,0.021743592,5,263.191,OUT027,1985,1,2,3,6574.775,28,Food,5,1
FDI52,18.7,0,0.10527024,5,122.9072,OUT017,2007,2,1,1,490.0288,6,Food,2,1
FDT28,13.3,0,0.063513272,5,149.9708,OUT013,1987,0,2,1,2106.5912,26,Food,1,1
FDH52,9.42,1,0.044151435,5,61.5194,OUT017,2007,2,1,1,866.8716,6,Food,2,1
FDZ38,17.6,0,0.008001018,4,170.4422,OUT046,1997,2,0,1,2759.0752,16,Food,8,1
FDF12,8.235,0,0.0828941,0,149.3076,OUT017,2007,2,1,1,1921.4988,6,Food,2,1
NCE06,5.825,0,0.091042211,9,162.6894,OUT027,1985,1,2,3,2588.6304,28,Non-Consumable,5,2
FDO45,13.15,1,0.038011783,13,89.6856,OUT049,1999,1,0,1,703.0848,14,Food,9,1
NCS18,12.65,0,0.042296724,9,106.3938,OUT045,2002,2,1,1,3751.783,11,Non-Consumable,7,2
NCE54,20.7,0,0.02695441,9,73.2354,OUT045,2002,2,1,1,1504.708,11,Non-Consumable,7,2
FDB50,13,0,0.153930108,3,76.7986,OUT045,2002,2,1,1,2648.5524,11,Food,7,1
FDZ20,16.1,0,0.034376537,6,256.1356,OUT045,2002,2,1,1,6358.39,11,Food,7,1
FDB11,16,0,0.060971431,15,226.2404,OUT045,2002,2,1,1,4725.8484,11,Food,7,1
FDU22,12.35,0,0.110973753,13,118.9124,OUT013,1987,0,2,1,3199.8348,26,Food,1,1
FDY48,14,0,0.023831558,0,103.1332,OUT018,2009,1,2,2,1948.1308,4,Food,3,1
NCP30,20.5,0,0.032762495,9,40.0822,OUT035,2004,2,1,1,1257.0304,9,Non-Consumable,6,2
FDD08,8.3,0,0.035347676,6,38.0506,OUT035,2004,2,1,1,531.3084,9,Food,6,1
NCG42,19.2,0,0.041291929,9,130.131,OUT049,1999,1,0,1,1038.648,14,Non-Consumable,9,2
NCT30,9.1,0,0.080747059,9,46.9718,OUT017,2007,2,1,1,850.8924,6,Non-Consumable,2,2
FDT37,14.15,0,0.035240817,3,255.5014,OUT013,1987,0,2,1,5355.0294,26,Food,1,1
FDU04,7.93,0,0.005557062,5,122.1414,OUT049,1999,1,0,1,2924.1936,14,Food,9,1
NCH30,17.1,0,0.067154053,9,114.386,OUT046,1997,2,0,1,1245.046,16,Non-Consumable,8,2
DRG37,16.2,0,0.019362306,14,154.6972,OUT013,1987,0,2,1,1713.7692,26,Drinks,1,0
FDS13,6.465,0,0.124506117,3,264.7884,OUT046,1997,2,0,1,3709.8376,16,Food,8,1
FDQ47,7.155,1,0.168871496,1,34.3874,OUT018,2009,1,2,2,670.4606,4,Food,3,1
FDY26,20.6,1,0.030504756,4,212.6244,OUT035,2004,2,1,1,3599.3148,9,Food,6,1
FDB14,20.25,1,0.103142373,3,94.612,OUT018,2009,1,2,2,652.484,4,Food,3,1
FDV45,16.75,0,0.078872251,13,189.5556,OUT019,1985,2,0,0,1126.5336,28,Food,4,1
FDR23,15.85,0,0.082120687,1,177.437,OUT018,2009,1,2,2,5645.984,4,Food,3,1
NCS29,9,0,0.069487587,8,266.6884,OUT013,1987,0,2,1,3974.826,26,Non-Consumable,1,2
FDK33,17.85,0,0.011180843,13,213.456,OUT027,1985,1,2,3,4261.12,28,Food,5,1
FDW24,6.8,0,0.037315469,0,50.0034,OUT027,1985,1,2,3,1992.7394,28,Food,5,1
FDR08,18.7,0,0.037835765,6,111.1886,OUT017,2007,2,1,1,2334.9606,6,Food,2,1
FDB45,20.85,0,0.021312043,6,104.9306,OUT013,1987,0,2,1,2299.6732,26,Food,1,1
FDW32,18.35,1,0.094218363,6,83.9882,OUT013,1987,0,2,1,1202.4348,26,Food,1,1
FDN21,18.6,0,0.076841095,13,162.2236,OUT035,2004,2,1,1,2900.2248,9,Food,6,1
FDH56,9.8,1,0.063805139,6,117.3492,OUT035,2004,2,1,1,810.9444,9,Food,6,1
FDQ07,15.1,1,0.087542757,6,219.8456,OUT049,1999,1,0,1,6189.2768,14,Food,9,1
FDU58,6.61,1,0.028871235,13,188.7898,OUT027,1985,1,2,3,2057.9878,28,Food,5,1
FDK36,7.09,0,0.00720931,0,48.1034,OUT013,1987,0,2,1,1069.2748,26,Food,1,1
NCG18,15.3,0,0.02286663,9,102.8332,OUT027,1985,1,2,3,2768.3964,28,Non-Consumable,5,2
FDQ26,13.5,1,0.067543727,4,57.2562,OUT027,1985,1,2,3,2073.967,28,Food,5,1
DRL47,19.7,0,0.038549197,7,127.5362,OUT027,1985,1,2,3,1006.6896,28,Drinks,5,0
DRJ11,9.5,0,0.096636355,7,188.9872,OUT017,2007,2,1,1,1323.6104,6,Drinks,2,0
FDB41,19,1,0.097709541,5,48.6718,OUT018,2009,1,2,2,614.5334,4,Food,3,1
NCA06,20.5,0,0.143283608,9,37.919,OUT046,1997,2,0,1,183.095,16,Non-Consumable,8,2
NCZ41,19.85,0,0.064551885,8,125.2704,OUT045,2002,2,1,1,2127.8968,11,Non-Consumable,7,2
NCD54,21.1,0,0.029173031,9,145.7786,OUT017,2007,2,1,1,1444.786,6,Non-Consumable,2,2
FDM34,19,0,0.067120954,13,132.9626,OUT027,1985,1,2,3,3279.065,28,Food,5,1
FDL57,15.1,1,0.067020992,13,260.3304,OUT013,1987,0,2,1,5424.9384,26,Food,1,1
NCD30,19.7,0,0.026826919,9,98.7726,OUT013,1987,0,2,1,1859.5794,26,Non-Consumable,1,2
FDH17,16.2,1,0.01665334,5,97.3726,OUT046,1997,2,0,1,2055.3246,16,Food,8,1
FDD57,18.1,0,0.022395357,6,96.5094,OUT035,2004,2,1,1,1332.9316,9,Food,6,1
FDC58,10.195,0,0.042113173,13,42.5428,OUT018,2009,1,2,2,878.856,4,Food,3,1
FDX47,6.55,1,0.034604343,1,157.8288,OUT046,1997,2,0,1,2514.0608,16,Food,8,1
FDC50,15.85,0,0.136774734,3,94.4094,OUT045,2002,2,1,1,1428.141,11,Food,7,1
NCS53,14.5,0,0.089343433,8,157.3604,OUT027,1985,1,2,3,6021.4952,28,Non-Consumable,5,2
FDY13,12.1,0,0.030250132,3,75.267,OUT018,2009,1,2,2,612.536,4,Food,3,1
FDP44,16.5,1,0.079698503,6,100.6332,OUT035,2004,2,1,1,1537.998,9,Food,6,1
FDH60,19.7,1,0.141360118,0,197.311,OUT019,1985,2,0,0,392.822,28,Food,4,1
FDR02,16.7,0,0.036933417,4,109.1886,OUT010,1998,2,2,0,222.3772,15,Food,0,1
FDK48,7.445,0,0.037449987,0,76.7354,OUT027,1985,1,2,3,2783.7098,28,Food,5,1
FDO24,11.1,0,0.294948897,0,159.0604,OUT010,1998,2,2,0,792.302,15,Food,0,1
FDE20,11.35,1,0.005525913,6,168.279,OUT013,1987,0,2,1,2376.906,26,Food,1,1
FDM04,9.195,1,0.04712061,5,53.1666,OUT046,1997,2,0,1,768.999,16,Food,8,1
NCH07,13.15,0,0.162248011,9,160.4604,OUT019,1985,2,0,0,316.9208,28,Non-Consumable,4,2
DRP35,18.85,0,0.090867297,7,127.3336,OUT046,1997,2,0,1,3962.8416,16,Drinks,8,0
FDO11,8,1,0.030264897,1,250.3092,OUT046,1997,2,0,1,6723.2484,16,Food,8,1
NCM30,19.1,0,0.067295406,9,41.9796,OUT046,1997,2,0,1,701.7532,16,Non-Consumable,8,2
DRF27,8.93,0,0.02827966,4,152.234,OUT027,1985,1,2,3,1071.938,28,Drinks,5,0
NCR18,15.85,0,0.020388413,9,44.4112,OUT027,1985,1,2,3,767.0016,28,Non-Consumable,5,2
FDS48,15.15,0,0.027644732,0,149.4708,OUT027,1985,1,2,3,3159.8868,28,Food,5,1
FDO32,6.36,0,0.120731024,6,46.506,OUT049,1999,1,0,1,652.484,14,Food,9,1
NCP05,19.6,0,0.025429614,8,151.7024,OUT017,2007,2,1,1,2884.2456,6,Non-Consumable,2,2
FDF44,7.17,1,0.059438787,6,130.9968,OUT027,1985,1,2,3,4828.3816,28,Food,5,1
FDX56,17.1,1,0.074059474,6,209.0638,OUT046,1997,2,0,1,3520.0846,16,Food,8,1
FDE46,18.6,0,0.015693328,13,150.7366,OUT027,1985,1,2,3,906.8196,28,Food,5,1
FDQ09,7.235,0,0.057850699,13,113.2834,OUT027,1985,1,2,3,4376.9692,28,Food,5,1
NCB54,8.76,0,0.050011058,8,126.7336,OUT013,1987,0,2,1,639.168,26,Non-Consumable,1,2
NCV18,6.775,0,0.105225964,9,84.225,OUT035,2004,2,1,1,3162.55,9,Non-Consumable,6,2
NCG55,16.25,0,0.039207025,9,116.1176,OUT049,1999,1,0,1,2633.9048,14,Non-Consumable,9,2
FDV14,19.85,0,0.044489064,4,89.4856,OUT035,2004,2,1,1,1054.6272,9,Food,6,1
FDT31,19.75,0,0.012437935,6,189.9872,OUT013,1987,0,2,1,3781.744,26,Food,1,1
DRD12,6.96,0,0.077350112,14,91.4146,OUT045,2002,2,1,1,638.5022,11,Drinks,7,0
FDZ40,8.935,0,0.040346436,5,53.7298,OUT018,2009,1,2,2,593.2278,4,Food,3,1
DRI11,8.26,0,0.057585723,7,113.7834,OUT010,1998,2,2,0,115.1834,15,Drinks,0,0
FDP23,6.71,0,0.03565903,1,218.3166,OUT045,2002,2,1,1,1959.4494,11,Food,7,1
FDY02,8.945,1,0.087629354,4,263.491,OUT035,2004,2,1,1,1840.937,9,Food,6,1
FDM03,12.65,0,0.123422073,10,107.8938,OUT046,1997,2,0,1,750.3566,16,Food,8,1
FDF35,15,0,0.154228739,15,107.3938,OUT049,1999,1,0,1,750.3566,14,Food,9,1
DRM37,15.35,0,0.096943078,14,196.5768,OUT017,2007,2,1,1,7685.9952,6,Drinks,2,0
NCV41,14.35,0,0.017065268,8,109.5228,OUT049,1999,1,0,1,1768.3648,14,Non-Consumable,9,2
NCK53,11.6,0,0.041253781,8,100.8042,OUT027,1985,1,2,3,3472.147,28,Non-Consumable,5,2
FDW23,5.765,0,0.082178616,0,37.0164,OUT045,2002,2,1,1,540.6296,11,Food,7,1
FDW12,8.315,1,0.035542581,0,143.3444,OUT013,1987,0,2,1,1596.5884,26,Food,1,1
FDG44,6.13,0,0.102171627,6,53.8298,OUT035,2004,2,1,1,1024.6662,9,Food,6,1
FDJ36,14.5,1,0.128235818,0,104.1332,OUT035,2004,2,1,1,205.0664,9,Food,6,1
FDX55,15.1,0,0.0552059,6,219.4166,OUT046,1997,2,0,1,6096.0648,16,Food,8,1
DRG13,17.25,0,0.037337632,14,163.7526,OUT018,2009,1,2,2,3289.052,4,Drinks,3,0
NCD06,13,0,0.099242622,9,46.306,OUT013,1987,0,2,1,699.09,26,Non-Consumable,1,2
FDW22,9.695,1,0.030143704,13,222.0114,OUT027,1985,1,2,3,6207.9192,28,Food,5,1
FDD33,12.85,0,0.108412059,6,233.2642,OUT045,2002,2,1,1,3950.1914,11,Food,7,1
FDG24,7.975,0,0.014628382,0,82.325,OUT035,2004,2,1,1,1331.6,9,Food,6,1
FDE05,10.895,1,0.032454046,5,144.8102,OUT046,1997,2,0,1,3062.0142,16,Food,8,1
FDZ12,9.17,0,0.102978817,0,144.947,OUT046,1997,2,0,1,4294.41,16,Food,8,1
FDX37,16.2,0,0.105498192,3,101.47,OUT010,1998,2,2,0,399.48,15,Food,0,1
FDE44,14.65,0,0.171355643,6,47.6692,OUT035,2004,2,1,1,739.038,9,Food,6,1
FDS52,8.89,0,0.009585169,5,102.5016,OUT019,1985,2,0,0,101.2016,28,Food,4,1
FDO39,6.985,1,0.137926458,10,184.7608,OUT018,2009,1,2,2,4042.7376,4,Food,3,1
FDI32,17.7,0,0.2156522,6,115.0834,OUT045,2002,2,1,1,2764.4016,11,Food,7,1
FDV28,16.1,1,0.177618102,5,35.1558,OUT017,2007,2,1,1,339.558,6,Food,2,1
NCP53,14.75,0,0.033076388,8,237.2906,OUT017,2007,2,1,1,3089.9778,6,Non-Consumable,2,2
NCN43,12.15,0,0.006770252,11,124.473,OUT049,1999,1,0,1,1231.73,14,Non-Consumable,9,2
NCI31,20,0,0.142393355,11,36.419,OUT019,1985,2,0,0,109.857,28,Non-Consumable,4,2
FDK55,18.5,0,0.025813943,10,89.1172,OUT045,2002,2,1,1,892.172,11,Food,7,1
FDC17,12.15,0,0.015548178,5,211.2928,OUT017,2007,2,1,1,5049.4272,6,Food,2,1
FDV28,16.1,1,0.159698192,5,32.0558,OUT035,2004,2,1,1,1018.674,9,Food,6,1
FDY26,20.6,1,0.030634813,4,212.9244,OUT018,2009,1,2,2,2540.6928,4,Food,3,1
NCU06,17.6,0,0.074522745,9,228.801,OUT049,1999,1,0,1,3215.814,14,Non-Consumable,9,2
FDV16,7.75,1,0.145200948,5,35.4558,OUT019,1985,2,0,0,135.8232,28,Food,4,1
FDY31,5.98,0,0.043651198,6,146.1418,OUT045,2002,2,1,1,3089.9778,11,Food,7,1
DRE37,13.5,0,0.094366079,14,190.9872,OUT049,1999,1,0,1,2836.308,14,Drinks,9,0
FDH33,12.85,0,0.121702394,13,42.7428,OUT035,2004,2,1,1,703.0848,9,Food,6,1
FDA46,13.6,0,0.117613212,13,194.2136,OUT035,2004,2,1,1,2527.3768,9,Food,6,1
FDP12,9.8,1,0.045258247,0,35.9874,OUT035,2004,2,1,1,282.2992,9,Food,6,1
FDJ09,15,0,0.058485617,13,44.7744,OUT049,1999,1,0,1,679.116,14,Food,9,1
NCS54,13.6,0,0.00994477,9,177.837,OUT027,1985,1,2,3,6528.169,28,Non-Consumable,5,2
FDJ33,8.895,1,0.087894475,13,121.173,OUT027,1985,1,2,3,2586.633,28,Food,5,1
FDF32,16.35,0,0.113953562,6,198.2426,OUT010,1998,2,2,0,790.9704,15,Food,0,1
FDN24,14.1,0,0.198316649,0,54.3956,OUT019,1985,2,0,0,272.978,28,Food,4,1
FDX21,7.05,0,0.084949955,13,109.7912,OUT035,2004,2,1,1,1091.912,9,Food,6,1
FDC57,20.1,1,0.054549098,6,193.782,OUT013,1987,0,2,1,1158.492,26,Food,1,1
NCZ06,19.6,0,0.094545236,9,254.7698,OUT018,2009,1,2,2,5327.0658,4,Non-Consumable,3,2
FDY56,16.35,1,0.062359467,6,224.0062,OUT013,1987,0,2,1,4288.4178,26,Food,1,1
NCH07,13.15,0,0.092811105,9,159.7604,OUT049,1999,1,0,1,4119.9704,14,Non-Consumable,9,2
FDS44,12.65,1,0.156679617,6,238.8538,OUT018,2009,1,2,2,4566.7222,4,Food,3,1
FDY33,14.5,1,0.09735225,13,160.7262,OUT049,1999,1,0,1,1750.3882,14,Food,9,1
FDZ48,17.75,0,0.076113671,0,111.4544,OUT045,2002,2,1,1,1006.6896,11,Food,7,1
FDY48,14,0,0.023783007,0,104.0332,OUT045,2002,2,1,1,1435.4648,11,Food,7,1
FDK16,9.065,0,0.114771298,5,93.9094,OUT027,1985,1,2,3,3903.5854,28,Food,5,1
FDT16,9.895,1,0.048662357,5,261.7278,OUT046,1997,2,0,1,4685.9004,16,Food,8,1
FDC26,10.195,0,0.211539389,3,110.9886,OUT010,1998,2,2,0,111.1886,15,Food,0,1
DRJ47,18.25,0,0.044430561,7,174.208,OUT018,2009,1,2,2,2596.62,4,Drinks,3,0
FDQ04,6.4,0,0.141860161,5,41.0796,OUT010,1998,2,2,0,41.2796,15,Food,0,1
FDN40,5.88,0,0.086590368,5,154.2998,OUT046,1997,2,0,1,1999.3974,16,Food,8,1
FDS39,6.895,0,0.022441883,10,143.8812,OUT013,1987,0,2,1,2707.1428,26,Food,1,1
FDC11,20.5,0,0.142370445,15,90.6172,OUT018,2009,1,2,2,1427.4752,4,Food,3,1
FDQ39,14.8,0,0.13564792,10,190.8846,OUT010,1998,2,2,0,191.0846,15,Food,0,1
FDB33,17.75,0,0.014602837,6,158.6262,OUT049,1999,1,0,1,3819.0288,14,Food,9,1
FDU27,18.6,1,0.28701714,10,48.8376,OUT010,1998,2,2,0,47.9376,15,Food,0,1
FDM44,12.5,0,0.031112643,6,104.999,OUT045,2002,2,1,1,1444.786,11,Food,7,1
FDT32,19,1,0.065621523,6,186.5214,OUT035,2004,2,1,1,5275.7992,9,Food,6,1
DRC13,8.26,1,0.032573725,14,125.073,OUT018,2009,1,2,2,985.384,4,Drinks,3,0
NCO07,9.06,0,0.009776268,11,213.756,OUT046,1997,2,0,1,1065.28,16,Non-Consumable,8,2
FDJ16,9.195,0,0.115353642,5,58.9246,OUT018,2009,1,2,2,926.7936,4,Food,3,1
FDB22,8.02,0,0.110901004,13,155.0998,OUT027,1985,1,2,3,2768.3964,28,Food,5,1
NCS30,5.945,0,0.093214866,9,129.1652,OUT045,2002,2,1,1,2841.6344,11,Non-Consumable,7,2
FDQ59,9.8,1,0.056400733,1,84.5908,OUT027,1985,1,2,3,3020.0688,28,Food,5,1
FDI38,13.35,1,0.014649641,3,207.3638,OUT049,1999,1,0,1,5797.7864,14,Food,9,1
FDR52,12.65,1,0.07603021,5,189.0846,OUT035,2004,2,1,1,4012.7766,9,Food,6,1
FDT15,12.15,1,0.042855388,10,181.695,OUT018,2009,1,2,2,2929.52,4,Food,3,1
FDR52,12.65,1,0.133144259,5,190.8846,OUT019,1985,2,0,0,191.0846,28,Food,4,1
FDS60,20.85,0,0.032580705,0,180.066,OUT018,2009,1,2,2,2157.192,4,Food,3,1
FDK52,18.25,0,0.092617631,5,224.1062,OUT018,2009,1,2,2,4965.5364,4,Food,3,1
FDA04,11.3,1,0.066865326,5,260.1962,OUT045,2002,2,1,1,2848.9582,11,Food,7,1
NCQ53,17.6,0,0.018943666,8,237.359,OUT045,2002,2,1,1,6145.334,11,Non-Consumable,7,2
FDN28,5.88,1,0.030371121,5,101.799,OUT018,2009,1,2,2,1960.781,4,Food,3,1
FDU12,15.5,1,0.132630345,0,263.8568,OUT019,1985,2,0,0,790.9704,28,Food,4,1
FDT03,21.25,0,0.01001904,10,184.6608,OUT045,2002,2,1,1,367.5216,11,Food,7,1
FDY57,20.2,1,0.121254236,13,94.5752,OUT046,1997,2,0,1,1821.6288,16,Food,8,1
FDH56,9.8,1,0.063764099,6,113.8492,OUT013,1987,0,2,1,1737.738,26,Food,1,1
DRM23,16.6,0,0.136286138,7,171.4422,OUT018,2009,1,2,2,2241.7486,4,Drinks,3,0
FDZ07,15.1,1,0.164391573,6,62.8194,OUT019,1985,2,0,0,61.9194,28,Food,4,1
FDK40,7.035,0,0.02189371,5,262.791,OUT045,2002,2,1,1,3681.874,11,Food,7,1
FDU04,7.93,0,0.006939681,5,121.8414,OUT046,1997,2,0,1,2802.3522,16,Food,8,1
DRL37,15.5,0,0.053388124,14,41.377,OUT017,2007,2,1,1,649.155,6,Drinks,2,0
FDT26,18.85,1,0.067624438,4,120.944,OUT027,1985,1,2,3,1078.596,28,Food,5,1
FDT24,12.35,1,0.186236236,0,78.7328,OUT045,2002,2,1,1,1390.1904,11,Food,7,1
FDX57,17.25,1,0.047037323,13,96.4068,OUT027,1985,1,2,3,2624.5836,28,Food,5,1
FDA55,17.2,1,0.099780431,6,225.2088,OUT019,1985,2,0,0,447.4176,28,Food,4,1
